show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,min_duration,seasons,content_age,content_segment,audience_segment,release_lag,movie_id,metadata,era,genre_count,cast_count
s1,Movie,A Spark Story,"Jason Sterman, Leanne Dare","Apthon Corbin, Louis Gonzales",,2021-09-24,2021,TV-PG,88 min,Documentary,Two Pixar filmmakers strive to bring their uniquely personal SparkShorts visions to the screen.,2021,9,88,,0,New,Teen,0,1,"Documentary Jason Sterman, Leanne Dare Apthon Corbin, Louis Gonzales  Two Pixar filmmakers strive to bring their uniquely personal SparkShorts visions to the screen.",Recent,1,2
s2,Movie,Spooky Buddies,Robert Vince,"Tucker Albrizzi, Diedrich Bader, Ameko Eks Mass Carroll, Max Charles, Tim Conway, Jennifer Elise Cox","United States, Canada",2021-09-24,2011,G,93 min,"Comedy, Fantasy, Kids",The puppies go on a spooky adventure through a mysterious haunted mansion in this fur-raising flick.,2021,9,93,,10,Recent,Kids,10,2,"Comedy, Fantasy, Kids Robert Vince Tucker Albrizzi, Diedrich Bader, Ameko Eks Mass Carroll, Max Charles, Tim Conway, Jennifer Elise Cox United States, Canada The puppies go on a spooky adventure through a mysterious haunted mansion in this fur-raising flick.",Recent,3,6
s3,Movie,The Fault in Our Stars,Josh Boone,"Shailene Woodley, Ansel Elgort, Laura Dern, Sam Trammell, Nat Wolff, Willem Dafoe",United States,2021-09-24,2014,PG-13,127 min,"Coming of Age, Drama, Romance",Hazel and Gus share a love that sweeps them on an unforgettable journey.,2021,9,127,,7,Recent,Teen,7,3,"Coming of Age, Drama, Romance Josh Boone Shailene Woodley, Ansel Elgort, Laura Dern, Sam Trammell, Nat Wolff, Willem Dafoe United States Hazel and Gus share a love that sweeps them on an unforgettable journey.",Recent,3,6
s4,TV Show,Dog: Impossible,,Matt Beisner,United States,2021-09-22,2019,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",Matt Beisner uses unique approaches to modifying canine behavior and focuses on each animal’s needs.,2021,9,,2 Seasons,2,New,Teen,2,4,"Animals & Nature, Docuseries, Family  Matt Beisner United States Matt Beisner uses unique approaches to modifying canine behavior and focuses on each animal’s needs.",Recent,3,1
s5,TV Show,Spidey And His Amazing Friends,,"Benjamin Valic, Lily Sanfelippo, Jakari Fraser, Dee Bradley Baker, Melanie Minichino",United States,2021-09-22,2021,TV-Y,1 Season,"Action-Adventure, Animation, Kids",Spidey teams up with pals to become The Spidey Team!,2021,9,,,0,New,Kids,0,5,"Action-Adventure, Animation, Kids  Benjamin Valic, Lily Sanfelippo, Jakari Fraser, Dee Bradley Baker, Melanie Minichino United States Spidey teams up with pals to become The Spidey Team!",Recent,3,5
s6,TV Show,Star Wars: Visions,,,,2021-09-22,2021,TV-PG,1 Season,"Action-Adventure, Animation, Anime",An animated anthology celebrating Star Wars through the lens of the world’s best anime creators.,2021,9,,,0,New,Teen,0,6,"Action-Adventure, Animation, Anime    An animated anthology celebrating Star Wars through the lens of the world’s best anime creators.",Recent,3,1
s7,Movie,Confessions of a Shopaholic,P.J. Hogan,"Isla Fisher, Hugh Dancy, Joan Cusack, John Goodman, John Lithgow, Kristin Scott Thomas",United States,2021-09-17,2009,PG,106 min,"Comedy, Romance, Romantic Comedy",Becky writes a personal finance column en route to a high-fashion mag job.,2021,9,106,,12,Legacy,Family,12,7,"Comedy, Romance, Romantic Comedy P.J. Hogan Isla Fisher, Hugh Dancy, Joan Cusack, John Goodman, John Lithgow, Kristin Scott Thomas United States Becky writes a personal finance column en route to a high-fashion mag job.",Modern,3,6
s8,Movie,Descendants: Royal Wedding,Salvador Simó,"Dove Cameron, Sofia Carson, Booboo Stewart, Mitchell Hope, Sarah Jeffery, Melanie Paxson",,2021-09-17,2021,TV-G,22 min,"Animation, Fantasy, Musical",Mal and Ben’s wedding is finally here!,2021,9,22,,0,New,Family,0,8,"Animation, Fantasy, Musical Salvador Simó Dove Cameron, Sofia Carson, Booboo Stewart, Mitchell Hope, Sarah Jeffery, Melanie Paxson  Mal and Ben’s wedding is finally here!",Recent,3,6
s9,Movie,Disney's Broadway Hits at London's Royal Albert Hall,Jay Hatcher,"John Barrowman, Ashley Brown, Merle Dandridge, Trevor Dion Nicholas, Jade Ewen, Alton Fitzgerald White",,2021-09-17,2016,TV-G,116 min,Concert Film,Experience the magic of Disney on Broadway in an unforgettable night of music.,2021,9,116,,5,Recent,Family,5,9,"Concert Film Jay Hatcher John Barrowman, Ashley Brown, Merle Dandridge, Trevor Dion Nicholas, Jade Ewen, Alton Fitzgerald White  Experience the magic of Disney on Broadway in an unforgettable night of music.",Recent,1,6
s10,Movie,Flooded Tombs of the Nile,Katie Bauer Murdock,Devin E. Haqq,,2021-09-17,2021,TV-PG,44 min,Documentary,Archaeologists dive into a pyramid flooded by the Nile to search for a king’s burial.,2021,9,44,,0,New,Teen,0,10,Documentary Katie Bauer Murdock Devin E. Haqq  Archaeologists dive into a pyramid flooded by the Nile to search for a king’s burial.,Recent,1,1
s11,Movie,Jade Eyed Leopard,,Jeremy Irons,,2021-09-17,2020,TV-PG,44 min,"Animals & Nature, Documentary","Jade Eyed Leopard follows a leopard, Toto, throughout the first three years of her life.",2021,9,44,,1,New,Teen,1,11,"Animals & Nature, Documentary  Jeremy Irons  Jade Eyed Leopard follows a leopard, Toto, throughout the first three years of her life.",Recent,2,1
s12,Movie,Nona,Louis Gonzales,,,2021-09-17,2021,G,9 min,"Animation, Comedy, Family",A grandmother's plan for a day alone is upended by an unexpected visit from her granddaughter.,2021,9,9,,0,New,Kids,0,12,"Animation, Comedy, Family Louis Gonzales   A grandmother's plan for a day alone is upended by an unexpected visit from her granddaughter.",Recent,3,1
s13,Movie,Smoky Mountain Park Rangers,,Peter Jessop,,2021-09-17,2021,TV-PG,42 min,Documentary,Park Rangers protect the wildlife in Great Smoky Mountain National Park.,2021,9,42,,0,New,Teen,0,13,Documentary  Peter Jessop  Park Rangers protect the wildlife in Great Smoky Mountain National Park.,Recent,1,1
s14,TV Show,Life Below Zero,,"Chip Hailstone, Agnes Hailstone, Sue Aikens, Andy Bassich",United States,2021-09-15,2012,TV-14,16 Seasons,"Action-Adventure, Animals & Nature, Docuseries","Experience life deep in Alaska where the primal way lives on – brave the wild, fight the freeze.",2021,9,,16 Seasons,9,Recent,Adult,9,14,"Action-Adventure, Animals & Nature, Docuseries  Chip Hailstone, Agnes Hailstone, Sue Aikens, Andy Bassich United States Experience life deep in Alaska where the primal way lives on – brave the wild, fight the freeze.",Recent,3,4
s15,TV Show,Miraculous: Tales Of Ladybug & Cat Noir,,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen","France, South Korea, Japan, United States",2021-09-15,2015,TV-Y7,1 Season,"Action-Adventure, Animation, Fantasy",Superheroes Ladybug and Cat Noir protect the city.,2021,9,,,6,Recent,Kids,6,15,"Action-Adventure, Animation, Fantasy  Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen France, South Korea, Japan, United States Superheroes Ladybug and Cat Noir protect the city.",Recent,3,6
s16,TV Show,Ready for Preschool,,,,2021-09-15,2019,TV-Y,1 Season,"Kids, Music",The love of learning begins with Disney Junior!,2021,9,,,2,New,Kids,2,16,"Kids, Music    The love of learning begins with Disney Junior!",Recent,2,1
s17,TV Show,Unknown Waters with Jeremy Wade,,Jeremy Wade,,2021-09-15,2021,TV-14,1 Season,"Animals & Nature, Docuseries","Angler and adventurer, Jeremy Wade, explores the greatest river system in the world.",2021,9,,,0,New,Adult,0,17,"Animals & Nature, Docuseries  Jeremy Wade  Angler and adventurer, Jeremy Wade, explores the greatest river system in the world.",Recent,2,1
s18,Movie,Far Away From Raven’s Home,,"Raven-Symoné, Issac Ryan Brown, Navia Robinson, Jason Maybaum, Sky Katz, Anneliese van der Pol",,2021-09-10,2021,TV-G,11 min,Comedy,Our gang is off for an exotic vacation of a lifetime!,2021,9,11,,0,New,Family,0,18,"Comedy  Raven-Symoné, Issac Ryan Brown, Navia Robinson, Jason Maybaum, Sky Katz, Anneliese van der Pol  Our gang is off for an exotic vacation of a lifetime!",Recent,1,6
s19,Movie,Pirates of the Caribbean: On Stranger Tides,Rob Marshall,"Johnny Depp, Penélope Cruz, Ian McShane, Geoffrey Rush, Kevin R. McNally, Sam Claflin","United States, United Kingdom",2021-09-10,2011,PG-13,140 min,"Action-Adventure, Fantasy",A woman from his past uses Jack to help find the fabled Fountain of Youth.,2021,9,140,,10,Recent,Teen,10,19,"Action-Adventure, Fantasy Rob Marshall Johnny Depp, Penélope Cruz, Ian McShane, Geoffrey Rush, Kevin R. McNally, Sam Claflin United States, United Kingdom A woman from his past uses Jack to help find the fabled Fountain of Youth.",Recent,2,6
s20,Movie,Twenty Something,Aphton Corbin,"Kaylin Price, Ariana Brown, Aliyah Taylor, Janelle LaSalle, Napoleon Highbrou",United States,2021-09-10,2021,PG,11 min,"Animation, Family","Adulting is hard. One day you're nailing it, the next you're a stack of kids hiding in a trenchcoat.",2021,9,11,,0,New,Family,0,20,"Animation, Family Aphton Corbin Kaylin Price, Ariana Brown, Aliyah Taylor, Janelle LaSalle, Napoleon Highbrou United States Adulting is hard. One day you're nailing it, the next you're a stack of kids hiding in a trenchcoat.",Recent,2,5
s21,TV Show,"Doogie Kamealoha, M.D.",,"Peyton Elizabeth Lee, Emma Meisel, Matthew Sato, Wes Tian, Jeffrey Bowyer-Chapman, Mapuana Makia",United States,2021-09-08,2021,TV-PG,1 Season,"Comedy, Coming of Age, Family",A 16-year-old prodigy juggles her budding medical career with the daily challenges of teenage life.,2021,9,,,0,New,Teen,0,21,"Comedy, Coming of Age, Family  Peyton Elizabeth Lee, Emma Meisel, Matthew Sato, Wes Tian, Jeffrey Bowyer-Chapman, Mapuana Makia United States A 16-year-old prodigy juggles her budding medical career with the daily challenges of teenage life.",Recent,3,6
s22,TV Show,"Mira, Royal Detective",,"Leela Ladnier, Utkarsh Ambudkar, Roshni Edwards, Kal Penn, Kamran Lucas",United States,2021-09-08,2020,TV-Y,2 Seasons,"Animation, Fantasy, Kids",Mira is the new royal detective in the land of Jalpur!,2021,9,,2 Seasons,1,New,Kids,1,22,"Animation, Fantasy, Kids  Leela Ladnier, Utkarsh Ambudkar, Roshni Edwards, Kal Penn, Kamran Lucas United States Mira is the new royal detective in the land of Jalpur!",Recent,3,5
s23,TV Show,Pepper Ann,,"Kathleen Wilhoite, Clea Lewis, Danny Cooksey, Pamela Segall, April Winchell, Don Adams",United States,2021-09-08,1997,TV-Y,3 Seasons,"Animation, Comedy, Coming of Age",Pepper Ann Pearson is a teenage girl on an eternal quest for coolness.,2021,9,,3 Seasons,24,Legacy,Kids,24,23,"Animation, Comedy, Coming of Age  Kathleen Wilhoite, Clea Lewis, Danny Cooksey, Pamela Segall, April Winchell, Don Adams United States Pepper Ann Pearson is a teenage girl on an eternal quest for coolness.",Modern,3,6
s24,TV Show,The Incredible Dr. Pol,,"Rick Robles, Dr. Pol",United States,2021-09-08,2011,TV-14,19 Seasons,"Animals & Nature, Docuseries, Family",Dr. Pol and his team handle challenging veterinary cases and animal emergencies in central Michigan.,2021,9,,19 Seasons,10,Recent,Adult,10,24,"Animals & Nature, Docuseries, Family  Rick Robles, Dr. Pol United States Dr. Pol and his team handle challenging veterinary cases and animal emergencies in central Michigan.",Recent,3,2
s25,Movie,Happier Than Ever: A Love Letter to Los Angeles,"Robert Rodriguez, Patrick Osborne","Billie Eilish, FINNEAS",United States,2021-09-03,2021,TV-14,66 min,"Concert Film, Music","Billie Eilish makes her Disney+ debut with ""Happier Than Ever: A Love Letter to Los Angeles.""",2021,9,66,,0,New,Adult,0,25,"Concert Film, Music Robert Rodriguez, Patrick Osborne Billie Eilish, FINNEAS United States Billie Eilish makes her Disney+ debut with ""Happier Than Ever: A Love Letter to Los Angeles.""",Recent,2,2
s26,Movie,Tomorrowland,Brad Bird,"George Clooney, Hugh Laurie, Britt Robertson, Raffey Cassidy, Tim McGraw, Kathryn Hahn","United States, Spain, France, Canada, United Kingdom",2021-09-03,2015,PG,131 min,"Action-Adventure, Science Fiction",A jaded genius and an optimistic teen unearth the secrets of Tomorrowland.,2021,9,131,,6,Recent,Family,6,26,"Action-Adventure, Science Fiction Brad Bird George Clooney, Hugh Laurie, Britt Robertson, Raffey Cassidy, Tim McGraw, Kathryn Hahn United States, Spain, France, Canada, United Kingdom A jaded genius and an optimistic teen unearth the secrets of Tomorrowland.",Recent,2,6
s27,Movie,X-Men: Dark Phoenix,Simon Kinberg,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Sophie Turner, Tye Sheridan","United States, Canada",2021-09-03,2019,PG-13,115 min,"Action-Adventure, Family, Science Fiction","When Jean Grey transforms into the Dark Phoenix, the X-Men unite to face their greatest enemy yet.",2021,9,115,,2,New,Teen,2,27,"Action-Adventure, Family, Science Fiction Simon Kinberg James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Sophie Turner, Tye Sheridan United States, Canada When Jean Grey transforms into the Dark Phoenix, the X-Men unite to face their greatest enemy yet.",Recent,3,6
s28,TV Show,Alaska Animal Rescue,,Victoria Vosburg,United States,2021-09-01,2019,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",Conservation heroes rescue and rehabilitate the wild animals of America’s last frontier.,2021,9,,2 Seasons,2,New,Teen,2,28,"Animals & Nature, Docuseries, Family  Victoria Vosburg United States Conservation heroes rescue and rehabilitate the wild animals of America’s last frontier.",Recent,3,1
s29,TV Show,Dug Days,,"Bob Peterson, Ed Asner, Jordan Nagai",United States,2021-09-01,2021,TV-PG,1 Season,"Animation, Comedy, Family","“Dug Days” is a collection of shorts that follows the adventures of Dug, the dog from Pixar’s “Up.”",2021,9,,,0,New,Teen,0,29,"Animation, Comedy, Family  Bob Peterson, Ed Asner, Jordan Nagai United States “Dug Days” is a collection of shorts that follows the adventures of Dug, the dog from Pixar’s “Up.”",Recent,3,3
s30,Movie,Cruella,Craig Gillespie,"Emma Stone, Emma Thompson, Joel Fry, Paul Walter Hauser, Emily Beecham, Kirby Howell-Baptiste","United States, United Kingdom",2021-08-27,2021,PG-13,137 min,"Crime, Drama","Witness the origin of Disney’s most notorious and notoriously fashionable villain, Cruella de Vil.",2021,8,137,,0,New,Teen,0,30,"Crime, Drama Craig Gillespie Emma Stone, Emma Thompson, Joel Fry, Paul Walter Hauser, Emily Beecham, Kirby Howell-Baptiste United States, United Kingdom Witness the origin of Disney’s most notorious and notoriously fashionable villain, Cruella de Vil.",Recent,2,6
s31,Movie,Dan in Real Life,Peter Hedges,"Steve Carell, Juliette Binoche, Dane Cook, John Mahoney, Emily Blunt, Alison Pill",United States,2021-08-27,2007,PG-13,99 min,"Comedy, Drama, Romance",A relationship expert falls in love with his brother's new girlfriend.,2021,8,99,,14,Legacy,Teen,14,31,"Comedy, Drama, Romance Peter Hedges Steve Carell, Juliette Binoche, Dane Cook, John Mahoney, Emily Blunt, Alison Pill United States A relationship expert falls in love with his brother's new girlfriend.",Modern,3,6
s32,Movie,Disney Princess Remixed - An Ultimate Princess Celebration,Napoleon Dumo,"Txunamy Oriz, Natalie Peyser, Dara Reneé, Frankie Rodriguez, Julia Lester, Ruth Righi",,2021-08-27,2021,TV-G,22 min,"Family, Music, Variety",Celebrate the timeless music of Disney Princess!,2021,8,22,,0,New,Family,0,32,"Family, Music, Variety Napoleon Dumo Txunamy Oriz, Natalie Peyser, Dara Reneé, Frankie Rodriguez, Julia Lester, Ruth Righi  Celebrate the timeless music of Disney Princess!",Recent,3,6
s33,Movie,Marvel One-Shot: All Hail the King,Drew Pearce,"Ben Kingsley, Scoot McNairy, Lester Speight, Sam Rockwell, Matt Gerald, Allen Maldonado",United States,2021-08-27,2014,TV-14,14 min,"Comedy, Drama, Thriller","Locked up in prison, infamous icon Trevor Slattery agrees to meet with a documentary filmmaker.",2021,8,14,,7,Recent,Adult,7,33,"Comedy, Drama, Thriller Drew Pearce Ben Kingsley, Scoot McNairy, Lester Speight, Sam Rockwell, Matt Gerald, Allen Maldonado United States Locked up in prison, infamous icon Trevor Slattery agrees to meet with a documentary filmmaker.",Recent,3,6
s34,Movie,Underdog,Frederik Du Chau,"Jason Lee, Amy Adams, Jim Belushi, Peter Dinklage, Patrick Warburton, Alex Neuberger",United States,2021-08-27,2007,PG,85 min,"Action-Adventure, Family, Parody",A super-powered beagle tries to save Capital City from a mad scientist.,2021,8,85,,14,Legacy,Family,14,34,"Action-Adventure, Family, Parody Frederik Du Chau Jason Lee, Amy Adams, Jim Belushi, Peter Dinklage, Patrick Warburton, Alex Neuberger United States A super-powered beagle tries to save Capital City from a mad scientist.",Modern,3,6
s35,TV Show,Dr. K's Exotic Animal ER,,"Dr. Susan Kelleher, Art Edmonds",,2021-08-25,2014,TV-14,9 Seasons,"Animals & Nature, Docuseries, Family",Dedicated veterinarians treat a colorful array of exotic pets in south Florida.,2021,8,,9 Seasons,7,Recent,Adult,7,35,"Animals & Nature, Docuseries, Family  Dr. Susan Kelleher, Art Edmonds  Dedicated veterinarians treat a colorful array of exotic pets in south Florida.",Recent,3,2
s36,TV Show,Gigantosaurus,,"Dylan Schombing, Áine Sunderland, Nahanni Mitchell, Nicholas Holmes",France,2021-08-25,2018,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids",Four dinos explore the mystery of the Gigantosaurus!,2021,8,,2 Seasons,3,Recent,Kids,3,36,"Action-Adventure, Animation, Kids  Dylan Schombing, Áine Sunderland, Nahanni Mitchell, Nicholas Holmes France Four dinos explore the mystery of the Gigantosaurus!",Recent,3,4
s37,TV Show,Life Below Zero: Next Generation,,Mocean Melvin,United States,2021-08-25,2020,TV-14,2 Seasons,"Action-Adventure, Animals & Nature, Docuseries",The next generation of Alaskans struggle to survive without modern-day comforts.,2021,8,,2 Seasons,1,New,Adult,1,37,"Action-Adventure, Animals & Nature, Docuseries  Mocean Melvin United States The next generation of Alaskans struggle to survive without modern-day comforts.",Recent,3,1
s38,Movie,Eragon,Stefen Fangmeier,"Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle, John Malkovich, Garrett Hedlund","United States, United Kingdom, Hungary",2021-08-20,2006,PG,104 min,"Action-Adventure, Family, Fantasy","In a mythical time, a teenage boy becomes a dragon rider and embarks on a journey of adventure.",2021,8,104,,15,Legacy,Family,15,38,"Action-Adventure, Family, Fantasy Stefen Fangmeier Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle, John Malkovich, Garrett Hedlund United States, United Kingdom, Hungary In a mythical time, a teenage boy becomes a dragon rider and embarks on a journey of adventure.",Modern,3,6
s39,TV Show,"Dr. Oakley, Yukon Vet",,"Dr. Michelle Oakley, Zachary Fine",United States,2021-08-18,2013,TV-PG,9 Seasons,"Action-Adventure, Animals & Nature, Docuseries","Meet Dr. Michelle Oakley, vet to pretty much everything that moves in the rugged Yukon.",2021,8,,9 Seasons,8,Recent,Teen,8,39,"Action-Adventure, Animals & Nature, Docuseries  Dr. Michelle Oakley, Zachary Fine United States Meet Dr. Michelle Oakley, vet to pretty much everything that moves in the rugged Yukon.",Recent,3,2
s40,TV Show,Growing Up Animal,,Tracee Ellis Ross,,2021-08-18,2021,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Magical stories of baby animals on the journey from womb to the wild.,2021,8,,,0,New,Teen,0,40,"Animals & Nature, Docuseries, Family  Tracee Ellis Ross  Magical stories of baby animals on the journey from womb to the wild.",Recent,3,1
s41,Movie,Aquamarine,Elizabeth Allen Rosenbaum,"Jake McDorman, Arielle Kebbel, Claudia Karvan, Bruce Spence, Tammin Sursok, Roy Billing",United States,2021-08-13,2006,PG,104 min,"Comedy, Coming of Age, Fantasy",Two 13-year-old best friends embark on an adventure when they discover a mermaid in a swimming pool.,2021,8,104,,15,Legacy,Family,15,41,"Comedy, Coming of Age, Fantasy Elizabeth Allen Rosenbaum Jake McDorman, Arielle Kebbel, Claudia Karvan, Bruce Spence, Tammin Sursok, Roy Billing United States Two 13-year-old best friends embark on an adventure when they discover a mermaid in a swimming pool.",Modern,3,6
s42,Movie,Fantastic Four,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington","United States, Germany",2021-08-13,2005,PG-13,106 min,"Action-Adventure, Family, Science Fiction",Four astronauts develop superpowers and must join forces to protect mankind from doom.,2021,8,106,,16,Legacy,Teen,16,42,"Action-Adventure, Family, Science Fiction Tim Story Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington United States, Germany Four astronauts develop superpowers and must join forces to protect mankind from doom.",Modern,3,6
s43,Movie,X-Men,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden",United States,2021-08-13,2000,PG-13,105 min,"Action-Adventure, Family, Science Fiction","The X-Men, a small band of outcast mutants, fight to save a world that hates and fears them.",2021,8,105,,21,Legacy,Teen,21,43,"Action-Adventure, Family, Science Fiction Bryan Singer Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden United States The X-Men, a small band of outcast mutants, fight to save a world that hates and fears them.",Modern,3,6
s44,TV Show,America's Funniest Home Videos: Animal Edition,,Alfonso Ribeiro,,2021-08-11,2021,TV-PG,1 Season,Reality,NatGeo meets AMERICA’S FUNNIEST HOME VIDEOS in a hilarious new animal show,2021,8,,,0,New,Teen,0,44,Reality  Alfonso Ribeiro  NatGeo meets AMERICA’S FUNNIEST HOME VIDEOS in a hilarious new animal show,Recent,1,1
s45,TV Show,Chicken Squad,,"Ramone Hamilton, Gabriella Graves, Maxwell Simkins, Yvette Nicole Brown",United States,2021-08-11,2021,TV-Y,1 Season,"Animation, Kids, Police/Cop",BAGAWK! Say hello to the Chicken Squad.,2021,8,,,0,New,Kids,0,45,"Animation, Kids, Police/Cop  Ramone Hamilton, Gabriella Graves, Maxwell Simkins, Yvette Nicole Brown United States BAGAWK! Say hello to the Chicken Squad.",Recent,3,4
s46,TV Show,Disney Presents Goofy in How to Stay at Home,,"Bill Farmer, Corey Burton",,2021-08-11,2021,TV-G,1 Season,"Animation, Comedy, Family","Goofy’s back in a trio of all-new, hand-drawn animated shorts from Walt Disney Animation Studios.",2021,8,,,0,New,Family,0,46,"Animation, Comedy, Family  Bill Farmer, Corey Burton  Goofy’s back in a trio of all-new, hand-drawn animated shorts from Walt Disney Animation Studios.",Recent,3,2
s47,TV Show,Gabby Duran And The Unsittables,,"Kylie Cantrall, Maxwell Donovan, Callan Farris, Coco Christo, Valery Ortiz, Nathan Lovejoy",United States,2021-08-11,2018,TV-G,2 Seasons,"Comedy, Family, Science Fiction","Meet Gabby Duran, your average alien-babysitting girl.",2021,8,,2 Seasons,3,Recent,Family,3,47,"Comedy, Family, Science Fiction  Kylie Cantrall, Maxwell Donovan, Callan Farris, Coco Christo, Valery Ortiz, Nathan Lovejoy United States Meet Gabby Duran, your average alien-babysitting girl.",Recent,3,6
s48,TV Show,What If...?,,,,2021-08-11,2021,TV-14,1 Season,"Action-Adventure, Animation, Anthology",“What If…?” flips the script on the MCU by reimagining events from the films in unexpected ways.,2021,8,,,0,New,Adult,0,48,"Action-Adventure, Animation, Anthology    “What If…?” flips the script on the MCU by reimagining events from the films in unexpected ways.",Recent,3,1
s49,Movie,Beverly Hills Chihuahua 2,Alex Zamm,"George Lopez, Odette Yustman, Miguel Ferrer, Ernie Hudson, Loretta Devine, Jon Huertas",United States,2021-08-06,2011,G,88 min,"Action-Adventure, Comedy, Family","Papi and Chloe, those talking Chihuahuas, are back... with a few surprises.",2021,8,88,,10,Recent,Kids,10,49,"Action-Adventure, Comedy, Family Alex Zamm George Lopez, Odette Yustman, Miguel Ferrer, Ernie Hudson, Loretta Devine, Jon Huertas United States Papi and Chloe, those talking Chihuahuas, are back... with a few surprises.",Recent,3,6
s50,Movie,Beverly Hills Chihuahua 3: Viva La Fiesta!,Lev L. Spiro,"George Lopez, Odette Annable, Ernie Hudson, Miguel Ferrer, Kay Panabaker, Tom Kenny",United States,2021-08-06,2012,G,92 min,"Comedy, Coming of Age, Family","Papi plans a ""Quince"" for the littlest member of his pack.",2021,8,92,,9,Recent,Kids,9,50,"Comedy, Coming of Age, Family Lev L. Spiro George Lopez, Odette Annable, Ernie Hudson, Miguel Ferrer, Kay Panabaker, Tom Kenny United States Papi plans a ""Quince"" for the littlest member of his pack.",Recent,3,6
s51,Movie,Killer Shark vs Killer Whale,,Edward Marcoux,,2021-08-06,2021,TV-14,44 min,"Animals & Nature, Documentary",Orcas attack white sharks for their livers leaving scientists baffled.,2021,8,44,,0,New,Adult,0,51,"Animals & Nature, Documentary  Edward Marcoux  Orcas attack white sharks for their livers leaving scientists baffled.",Recent,2,1
s52,Movie,Mrs. Doubtfire,Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein, Polly Holliday, Lisa Jakub",United States,2021-08-06,1993,PG-13,126 min,"Comedy, Drama",An eccentric dad dresses as a British nanny so he can care for his kids at the home of their mother.,2021,8,126,,28,Legacy,Teen,28,52,"Comedy, Drama Chris Columbus Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein, Polly Holliday, Lisa Jakub United States An eccentric dad dresses as a British nanny so he can care for his kids at the home of their mother.",Modern,2,6
s53,TV Show,Cesar Millan: Better Human Better Dog,,Dustin Rubin,,2021-08-04,2021,TV-14,1 Season,"Animals & Nature, Docuseries, Family",Renowned Dog Behaviorist Cesar Millan transforms dogs and pet parents.,2021,8,,,0,New,Adult,0,53,"Animals & Nature, Docuseries, Family  Dustin Rubin  Renowned Dog Behaviorist Cesar Millan transforms dogs and pet parents.",Recent,3,1
s54,TV Show,Disney Fancy Nancy,,"Mia Jenness, Alyson Hannigan, Rob Riggle, Spencer Moss, Dana Heath","United States, Canada",2021-08-04,2018,TV-PG,2 Seasons,"Animation, Kids",Nancy makes every day extraordinary!,2021,8,,2 Seasons,3,Recent,Teen,3,54,"Animation, Kids  Mia Jenness, Alyson Hannigan, Rob Riggle, Spencer Moss, Dana Heath United States, Canada Nancy makes every day extraordinary!",Recent,2,5
s55,TV Show,Walt Disney Animation Studios: Short Circuit Experimental Films,,,,2021-08-04,2020,PG,2 Seasons,"Animation, Anthology, Family",Welcome to Short Circuit - an experimental short film program at Disney Animation.,2021,8,,2 Seasons,1,New,Family,1,55,"Animation, Anthology, Family    Welcome to Short Circuit - an experimental short film program at Disney Animation.",Recent,3,1
s56,Movie,Built for Mars: The Perseverance Rover,Mark J Davis,Steven French,,2021-07-30,2021,TV-PG,88 min,Documentary,BUILT FOR MARS: THE PERSEVERANCE ROVER follows the birth of the Perseverance rover.,2021,7,88,,0,New,Teen,0,56,Documentary Mark J Davis Steven French  BUILT FOR MARS: THE PERSEVERANCE ROVER follows the birth of the Perseverance rover.,Recent,1,1
s57,Movie,Garfield,Peter Hewitt,"Breckin Meyer, Jennifer Love Hewitt, Stephen Tobolowsky, Bill Murray, Evan Arnold, Mark Lawrence",United States,2021-07-30,2004,PG,82 min,"Comedy, Family","Garfield lures Odie out of the house but once he's lost, Garfield springs into action to save him.",2021,7,82,,17,Legacy,Family,17,57,"Comedy, Family Peter Hewitt Breckin Meyer, Jennifer Love Hewitt, Stephen Tobolowsky, Bill Murray, Evan Arnold, Mark Lawrence United States Garfield lures Odie out of the house but once he's lost, Garfield springs into action to save him.",Modern,2,6
