show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,min_duration,seasons,content_age,content_segment,audience_segment,release_lag,movie_id,metadata,era,genre_count,cast_count
s58,TV Show,Chip 'n' Dale: Park Life,,"Matthew Géczy, Kaycie Chase, Bill Farmer, Sylvain Caruso",,2021-07-28,2021,TV-Y7,1 Season,"Animation, Buddy, Comedy",Two tiny chipmunks have huge adventures while trying to live the good life in a big city park.,2021,7,,,0,New,Kids,0,58,"Animation, Buddy, Comedy  Matthew Géczy, Kaycie Chase, Bill Farmer, Sylvain Caruso  Two tiny chipmunks have huge adventures while trying to live the good life in a big city park.",Recent,3,4
s59,TV Show,Critter Fixers: Country Vets,,Sullivan Jones,United States,2021-07-28,2020,TV-14,2 Seasons,"Animals & Nature, Docuseries, Family",Dr. Hodges and Dr. Ferguson own and operate a bustling veterinary clinic.,2021,7,,2 Seasons,1,New,Adult,1,59,"Animals & Nature, Docuseries, Family  Sullivan Jones United States Dr. Hodges and Dr. Ferguson own and operate a bustling veterinary clinic.",Recent,3,1
s60,TV Show,Disney Junior T.O.T.S.,,"Vanessa Williams, Megan Hilty, Jet Jurgensmeyer, Christian Simon",United States,2021-07-28,2018,TV-Y,2 Seasons,"Animation, Buddy, Kids",Pip and Freddy are new Junior Fliers at T.O.T.S.!,2021,7,,2 Seasons,3,Recent,Kids,3,60,"Animation, Buddy, Kids  Vanessa Williams, Megan Hilty, Jet Jurgensmeyer, Christian Simon United States Pip and Freddy are new Junior Fliers at T.O.T.S.!",Recent,3,4
s61,TV Show,Mickey Mouse Funhouse,,"Bret Iwan, Kaitlyn Robrock, Bill Farmer, Tony Anselmo, Tress MacNeille, Harvey Guillén",,2021-07-28,2021,TV-Y,1 Season,"Animation, Kids",Mickey Mouse Funhouse is filled with silly adventure!,2021,7,,,0,New,Kids,0,61,"Animation, Kids  Bret Iwan, Kaitlyn Robrock, Bill Farmer, Tony Anselmo, Tress MacNeille, Harvey Guillén  Mickey Mouse Funhouse is filled with silly adventure!",Recent,2,6
s62,TV Show,Minnie's Bow-Toons: Party Palace Pals,,"Tress MacNeille, Nika Futterman, Kaitlyn Robrock",,2021-07-28,2021,TV-Y7,1 Season,"Animation, Kids",Minnie and Daisy open a party planning business!,2021,7,,,0,New,Kids,0,62,"Animation, Kids  Tress MacNeille, Nika Futterman, Kaitlyn Robrock  Minnie and Daisy open a party planning business!",Recent,2,3
s63,TV Show,Turning the Tables with Robin Roberts,,Robin Roberts,,2021-07-28,2021,TV-PG,1 Season,Talk Show,Robin Roberts sits down with iconic Hollywood women for intimate & inspirational conversations.,2021,7,,,0,New,Teen,0,63,Talk Show  Robin Roberts  Robin Roberts sits down with iconic Hollywood women for intimate & inspirational conversations.,Recent,1,1
s64,Movie,Ice Age: The Meltdown,Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary, Seann William Scott, Josh Peck, Queen Latifah","United States, United Kingdom, Australia",2021-07-23,2006,PG,94 min,"Animation, Comedy, Family","Manny, Sid, Diego and Scrat join forces with new friends to save the valley from an epic flood.",2021,7,94,,15,Legacy,Family,15,64,"Animation, Comedy, Family Carlos Saldanha Ray Romano, John Leguizamo, Denis Leary, Seann William Scott, Josh Peck, Queen Latifah United States, United Kingdom, Australia Manny, Sid, Diego and Scrat join forces with new friends to save the valley from an epic flood.",Modern,3,6
s65,Movie,Playing with Sharks,,"Valerie Taylor, Dr. Sylvia Earle, Jeremiah Sullivan, Wendy Benchley, Jean Michel Cousteau, Michele Hall",,2021-07-23,2021,TV-14,91 min,"Animals & Nature, Biographical, Documentary","""Playing with Sharks"" captures the life of conservationist Valerie Taylor.",2021,7,91,,0,New,Adult,0,65,"Animals & Nature, Biographical, Documentary  Valerie Taylor, Dr. Sylvia Earle, Jeremiah Sullivan, Wendy Benchley, Jean Michel Cousteau, Michele Hall  ""Playing with Sharks"" captures the life of conservationist Valerie Taylor.",Recent,3,6
s66,Movie,Shark vs. Surfer,Phil Stebbing,Billy Lloyd,,2021-07-23,2020,TV-14,44 min,"Animals & Nature, Documentary",Shark vs. Surfer visits shark-infested surf spots to relive the harrowing encounters.,2021,7,44,,1,New,Adult,1,66,"Animals & Nature, Documentary Phil Stebbing Billy Lloyd  Shark vs. Surfer visits shark-infested surf spots to relive the harrowing encounters.",Recent,2,1
s67,Movie,Shark vs. Whale,,Ted Stewart,,2021-07-23,2020,TV-PG,44 min,"Animals & Nature, Documentary",Marine biologist Ryan Johnson discovers rare behavior of a whale attacking a great white.,2021,7,44,,1,New,Teen,1,67,"Animals & Nature, Documentary  Ted Stewart  Marine biologist Ryan Johnson discovers rare behavior of a whale attacking a great white.",Recent,2,1
s68,Movie,Stuntman,Kurt Mattila,Eddie Braun,,2021-07-23,2021,TV-14,87 min,Documentary,Stuntman Eddie Braun attempts to complete Evel Knievel's legendary Snake River Canyon rocket jump.,2021,7,87,,0,New,Adult,0,68,Documentary Kurt Mattila Eddie Braun  Stuntman Eddie Braun attempts to complete Evel Knievel's legendary Snake River Canyon rocket jump.,Recent,1,1
s69,Movie,Walking with Dinosaurs: The Movie,"Barry Cook, Neil Nightingale","John Leguizamo, Justin Long, Tiya Sircar, Skyler Stone, Angourie Rice, Charlie Rowe",,2021-07-23,2013,PG,88 min,"Action-Adventure, Family, Fantasy",A young dinosaur named Patchi must find his courage to lead the herd.,2021,7,88,,8,Recent,Family,8,69,"Action-Adventure, Family, Fantasy Barry Cook, Neil Nightingale John Leguizamo, Justin Long, Tiya Sircar, Skyler Stone, Angourie Rice, Charlie Rowe  A young dinosaur named Patchi must find his courage to lead the herd.",Recent,3,6
s70,Movie,What the Shark?,,Robert Davi,,2021-07-23,2020,TV-PG,44 min,"Animals & Nature, Documentary",What the Shark? dives deep into the environments where adaptation is critical to survival.,2021,7,44,,1,New,Teen,1,70,"Animals & Nature, Documentary  Robert Davi  What the Shark? dives deep into the environments where adaptation is critical to survival.",Recent,2,1
s71,TV Show,Behind the Attraction,,Paget Brewster,,2021-07-21,2021,TV-PG,1 Season,"Docuseries, Family",Behind the Attraction takes you on a wild ride behind Disney Parks' most iconic attractions!,2021,7,,,0,New,Teen,0,71,"Docuseries, Family  Paget Brewster  Behind the Attraction takes you on a wild ride behind Disney Parks' most iconic attractions!",Recent,2,1
s72,TV Show,Disney The Owl House,,"Sarah-Nicole Robles, Wendie Malick, Alex Hirsch, Tati Gabrielle, Issac Brown, Mae Whitman",United States,2021-07-21,2020,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anime",Luz stumbles upon a portal to a magical new world.,2021,7,,2 Seasons,1,New,Kids,1,72,"Action-Adventure, Animation, Anime  Sarah-Nicole Robles, Wendie Malick, Alex Hirsch, Tati Gabrielle, Issac Brown, Mae Whitman United States Luz stumbles upon a portal to a magical new world.",Recent,3,6
s73,TV Show,Meet Spidey and His Amazing Friends (Shorts),,"Ben Valic, Melanie Minichino",,2021-07-21,2021,TV-Y,1 Season,"Action-Adventure, Animation, Kids",Meet the friends that help Spidey save the day!,2021,7,,,0,New,Kids,0,73,"Action-Adventure, Animation, Kids  Ben Valic, Melanie Minichino  Meet the friends that help Spidey save the day!",Recent,3,2
s74,TV Show,Mission Force One,,"Justin Felbinger, Fiona Bishop, Ivy Bishop, Issac Ryan Brown, Sam Lavagnino, Dee Bradley Baker",United States,2021-07-21,2017,TV-Y,1 Season,"Action-Adventure, Animation, Kids",Five kids form an elite team to protect the universe!,2021,7,,,4,Recent,Kids,4,74,"Action-Adventure, Animation, Kids  Justin Felbinger, Fiona Bishop, Ivy Bishop, Issac Ryan Brown, Sam Lavagnino, Dee Bradley Baker United States Five kids form an elite team to protect the universe!",Recent,3,6
s75,TV Show,Turner & Hooch,,"Josh Peck, Carra Patterson, Lyndsy Fonseca, Vanessa Lengies, Brandon Jay Mclaren, Anthony Ruivivar",,2021-07-21,2021,TV-PG,1 Season,"Action-Adventure, Buddy, Comedy",A Deputy Marshal inherits an unruly dog who helps him solve crimes and investigate a family mystery.,2021,7,,,0,New,Teen,0,75,"Action-Adventure, Buddy, Comedy  Josh Peck, Carra Patterson, Lyndsy Fonseca, Vanessa Lengies, Brandon Jay Mclaren, Anthony Ruivivar  A Deputy Marshal inherits an unruly dog who helps him solve crimes and investigate a family mystery.",Recent,3,6
s76,Movie,Most Wanted Sharks,,,,2021-07-16,2020,TV-PG,44 min,"Animals & Nature, Documentary","In Most Wanted Sharks, Jeremiah Sullivan dives into the stories of shark all-stars.",2021,7,44,,1,New,Teen,1,76,"Animals & Nature, Documentary    In Most Wanted Sharks, Jeremiah Sullivan dives into the stories of shark all-stars.",Recent,2,1
s77,Movie,Secrets of the Bull Shark,,Keston John,,2021-07-16,2020,TV-14,44 min,"Animals & Nature, Documentary",Secrets of the Bull Shark unravels the mystery of some of the most dangerous predators.,2021,7,44,,1,New,Adult,1,77,"Animals & Nature, Documentary  Keston John  Secrets of the Bull Shark unravels the mystery of some of the most dangerous predators.",Recent,2,1
s78,TV Show,Shark Attack Files,,,,2021-07-16,2021,TV-14,1 Season,Reality,Learn the truth behind the most dramatic shark attacks of our time.,2021,7,,,0,New,Adult,0,78,Reality    Learn the truth behind the most dramatic shark attacks of our time.,Recent,1,1
s79,Movie,Shark Attack Investigation: The Paige Winter Story,,,,2021-07-16,2021,TV-14,44 min,"Animals & Nature, Documentary",A teen survives facing one of the ocean’s deadliest predators.,2021,7,44,,0,New,Adult,0,79,"Animals & Nature, Documentary    A teen survives facing one of the ocean’s deadliest predators.",Recent,2,1
s80,Movie,Sharkcano,Andy Seestedt,Dan Nachtrab,,2021-07-16,2020,TV-PG,44 min,"Animals & Nature, Documentary",Dr. Michael Heithaus sets out to reveal the connection between sharks and volcanoes.,2021,7,44,,1,New,Teen,1,80,"Animals & Nature, Documentary Andy Seestedt Dan Nachtrab  Dr. Michael Heithaus sets out to reveal the connection between sharks and volcanoes.",Recent,2,1
s81,Movie,We Bought a Zoo,Cameron Crowe,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Patrick Fugit, Colin Ford, Elle Fanning",United States,2021-07-16,2011,PG,125 min,"Animals & Nature, Drama, Family",A single dad tries to give his family a fresh start by moving to a home in the middle of a zoo.,2021,7,125,,10,Recent,Family,10,81,"Animals & Nature, Drama, Family Cameron Crowe Matt Damon, Scarlett Johansson, Thomas Haden Church, Patrick Fugit, Colin Ford, Elle Fanning United States A single dad tries to give his family a fresh start by moving to a home in the middle of a zoo.",Recent,3,6
s82,Movie,World's Biggest Bullshark,,Jason Hildebrandt,,2021-07-16,2021,TV-PG,44 min,"Animals & Nature, Documentary","How one of the largest Bull Sharks ever caught, grew to become a giant.",2021,7,44,,0,New,Teen,0,82,"Animals & Nature, Documentary  Jason Hildebrandt  How one of the largest Bull Sharks ever caught, grew to become a giant.",Recent,2,1
s83,Movie,World's Most Dangerous Shark?,Kevin Bachar,Brain Cade,,2021-07-16,2021,TV-14,44 min,"Animals & Nature, Documentary",Are Oceanic White Tips the most dangerous of all the sharks?,2021,7,44,,0,New,Adult,0,83,"Animals & Nature, Documentary Kevin Bachar Brain Cade  Are Oceanic White Tips the most dangerous of all the sharks?",Recent,2,1
s84,TV Show,So Random!,,"Tiffany Thornton, Sterling Knight, Brandon Mychal Smith, Doug Brochu, Allisyn Ashley Arm",United States,2021-07-14,2011,TV-G,1 Season,"Comedy, Coming of Age",A musical sketch comedy show.,2021,7,,,10,Recent,Family,10,84,"Comedy, Coming of Age  Tiffany Thornton, Sterling Knight, Brandon Mychal Smith, Doug Brochu, Allisyn Ashley Arm United States A musical sketch comedy show.",Recent,2,5
s85,Movie,Flicka,Michael Mayer,"Alison Lohman, Tim McGraw, Maria Bello, Ryan Kwanten, Danny Pino, Dallas Roberts","United States, United Kingdom",2021-07-09,2006,PG,95 min,"Animals & Nature, Coming of Age, Drama",A 14-year-old girl befriends a wild filly and tries to rescue the horse from a rodeo entrepreneur.,2021,7,95,,15,Legacy,Family,15,85,"Animals & Nature, Coming of Age, Drama Michael Mayer Alison Lohman, Tim McGraw, Maria Bello, Ryan Kwanten, Danny Pino, Dallas Roberts United States, United Kingdom A 14-year-old girl befriends a wild filly and tries to rescue the horse from a rodeo entrepreneur.",Modern,3,6
s86,Movie,"Miraculous World: Shanghai, The Legend of Ladydragon",Thomas Astruc,"Cristina 'Vee"" Valenzuela, Bryce Papenbrook, Keith Silverstein, Carrie Keranen, Todd Haberkorn, Max Mittelman",,2021-07-09,2021,TV-Y7-FV,54 min,"Animation, Fantasy",Marinette heads to Shanghai to meet Adrien.,2021,7,54,,0,New,Adult,0,86,"Animation, Fantasy Thomas Astruc Cristina 'Vee"" Valenzuela, Bryce Papenbrook, Keith Silverstein, Carrie Keranen, Todd Haberkorn, Max Mittelman  Marinette heads to Shanghai to meet Adrien.",Recent,2,6
s87,Movie,Orca vs. Great White,Sigmund Spath Jr.,"Kina Scollay, Ingrid Visser, Ray Robertson",,2021-07-09,2021,TV-14,44 min,"Animals & Nature, Documentary",Researchers investigate if orcas are hunting great whites in New Zealand.,2021,7,44,,0,New,Adult,0,87,"Animals & Nature, Documentary Sigmund Spath Jr. Kina Scollay, Ingrid Visser, Ray Robertson  Researchers investigate if orcas are hunting great whites in New Zealand.",Recent,2,3
s88,Movie,Rogue Shark?,Mark Woodward,Mocean Melvin,,2021-07-09,2021,TV-14,44 min,"Animals & Nature, Documentary","A vacation hot spot is rocked by a series of shark attacks, chaos reigns.",2021,7,44,,0,New,Adult,0,88,"Animals & Nature, Documentary Mark Woodward Mocean Melvin  A vacation hot spot is rocked by a series of shark attacks, chaos reigns.",Recent,2,1
s89,Movie,Shark Beach with Chris Hemsworth,Sally Aitken,Chris Hemsworth,United States,2021-07-09,2021,TV-PG,44 min,"Animals & Nature, Documentary",Chris Hemsworth investigates how we can live harmoniously with sharks.,2021,7,44,,0,New,Teen,0,89,"Animals & Nature, Documentary Sally Aitken Chris Hemsworth United States Chris Hemsworth investigates how we can live harmoniously with sharks.",Recent,2,1
s90,Movie,Shark Gangs,"Jacob Cobi Benattia, Pete Berg, James Buchanan",,,2021-07-09,2021,TV-14,44 min,"Animals & Nature, Documentary",Scientists investigate why some sharks roam the oceans in gangs.,2021,7,44,,0,New,Adult,0,90,"Animals & Nature, Documentary Jacob Cobi Benattia, Pete Berg, James Buchanan   Scientists investigate why some sharks roam the oceans in gangs.",Recent,2,1
s91,Movie,The Croc That Ate Jaws,Mark Woodward,Dan Nachtrab,,2021-07-09,2021,TV-14,44 min,"Animals & Nature, Documentary",What happens when two of the deadliest predators go head to head?,2021,7,44,,0,New,Adult,0,91,"Animals & Nature, Documentary Mark Woodward Dan Nachtrab  What happens when two of the deadliest predators go head to head?",Recent,2,1
s92,TV Show,When Sharks Attack,,Eric Meyers,United States,2021-07-09,2013,TV-14,7 Seasons,Reality,National Geographic investigates shark attacks.,2021,7,,7 Seasons,8,Recent,Adult,8,92,Reality  Eric Meyers United States National Geographic investigates shark attacks.,Recent,1,1
s93,TV Show,Breaking Bobby Bones,,Bobby Bones,United States,2021-07-07,2021,TV-14,1 Season,"Action-Adventure, Docuseries, Reality",Bobby Bones travels to meet local heroes who challenge him to conquer their trades.,2021,7,,,0,New,Adult,0,93,"Action-Adventure, Docuseries, Reality  Bobby Bones United States Bobby Bones travels to meet local heroes who challenge him to conquer their trades.",Recent,3,1
s94,TV Show,Mickey Mouse Mixed-Up Adventures,,"Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross, Tress MacNeile",United States,2021-07-07,2019,TV-Y,1 Season,"Animation, Kids, Sports",Hot Dog! Get mixed-up with Mickey and all of his pals!,2021,7,,,2,New,Kids,2,94,"Animation, Kids, Sports  Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross, Tress MacNeile United States Hot Dog! Get mixed-up with Mickey and all of his pals!",Recent,3,5
s95,TV Show,Monsters at Work,,"Billy Crystal, John Goodman, Ben Feldman, Mindy Kaling, Henry Winkler, Lucas Neff",United States,2021-07-07,2021,TV-G,1 Season,"Animation, Comedy, Family","""Monsters at Work"" tells the story of Tylor Tuskmon and his dream to become a Jokester.",2021,7,,,0,New,Family,0,95,"Animation, Comedy, Family  Billy Crystal, John Goodman, Ben Feldman, Mindy Kaling, Henry Winkler, Lucas Neff United States ""Monsters at Work"" tells the story of Tylor Tuskmon and his dream to become a Jokester.",Recent,3,6
s96,Movie,"The Good, The Bart, and The Loki",David Silverman,"Dan Castellaneta, Nancy Cartwright, Yeardley Smith",,2021-07-07,2021,TV-PG,6 min,"Animation, Comedy, Parody","Banished from Asgard once again, Loki takes on the Simpsons and Springfield’s mightiest heroes.",2021,7,6,,0,New,Teen,0,96,"Animation, Comedy, Parody David Silverman Dan Castellaneta, Nancy Cartwright, Yeardley Smith  Banished from Asgard once again, Loki takes on the Simpsons and Springfield’s mightiest heroes.",Recent,3,3
s97,TV Show,Disney Raven's Home,,"Raven-Symoné , Issac Brown, Navia Robinson, Jason Maybaum, Sky Katz, Anneliese van der Pol",United States,2021-07-02,2016,TV-G,4 Seasons,"Comedy, Family, Fantasy",Raven and Chelsea raise their three children together.,2021,7,,4 Seasons,5,Recent,Family,5,97,"Comedy, Family, Fantasy  Raven-Symoné , Issac Brown, Navia Robinson, Jason Maybaum, Sky Katz, Anneliese van der Pol United States Raven and Chelsea raise their three children together.",Recent,3,6
s98,Movie,The Sandlot,David Mickey Evans,"Art La Fleur, Tom Guiry, Mike Vitar, Patrick Renna, Chauncey Leopardi, Marty York",United States,2021-07-02,1993,PG,101 min,"Comedy, Coming of Age, Family",A shy boy moves to a new neighborhood and becomes involved with a ragtag baseball team.,2021,7,101,,28,Legacy,Family,28,98,"Comedy, Coming of Age, Family David Mickey Evans Art La Fleur, Tom Guiry, Mike Vitar, Patrick Renna, Chauncey Leopardi, Marty York United States A shy boy moves to a new neighborhood and becomes involved with a ragtag baseball team.",Modern,3,6
